"store_id","address","town","state","last_seen","latitude","longitude","created","latest_price","latest_price_checked"
"100","715 East Memorial Blvd","Lakeland","FL","Thu Jul 25 2024 17:15:23 GMT+0000 (Coordinated Universal Time)","28.0547","-81.9507","Mon Jul 15 2024 03:38:00 GMT+0000 (Coordinated Universal Time)","4.89","Fri Jul 26 2024 01:21:11 GMT+0000 (Coordinated Universal Time)"
"1000","1101 Oakton Street","Des Plaines","IL","Thu Jul 25 2024 17:35:41 GMT+0000 (Coordinated Universal Time)","42.0235","-87.897","Mon Jul 15 2024 03:25:00 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:11 GMT+0000 (Coordinated Universal Time)"
"10000","4245 Dale Blvd","Dale City","VA","Thu Aug 01 2024 16:37:57 GMT+0000 (Coordinated Universal Time)","38.6447","-77.3376","Thu Jul 25 2024 19:47:00 GMT+0000 (Coordinated Universal Time)","5.69","Fri Jul 26 2024 01:21:11 GMT+0000 (Coordinated Universal Time)"
"10008","1708 Cotton Grove Rd","Lexington","NC","Thu Aug 01 2024 16:38:00 GMT+0000 (Coordinated Universal Time)","35.7771","-80.2591","Mon Jul 15 2024 03:42:57 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:11 GMT+0000 (Coordinated Universal Time)"
"10009","8333 S Lancaster Rd","Dallas","TX","Thu Aug 01 2024 16:38:00 GMT+0000 (Coordinated Universal Time)","32.6461","-96.7812","Mon Jul 15 2024 03:02:18 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:11 GMT+0000 (Coordinated Universal Time)"
"1001","1835 E El Dorado","Decatur","IL","Thu Jul 25 2024 17:35:42 GMT+0000 (Coordinated Universal Time)","39.8459","-88.9316","Mon Jul 15 2024 03:22:48 GMT+0000 (Coordinated Universal Time)","4.89","Fri Jul 26 2024 01:21:12 GMT+0000 (Coordinated Universal Time)"
"10010","20 E Frederick St","Walkersville","MD","Thu Aug 01 2024 16:38:00 GMT+0000 (Coordinated Universal Time)","39.4834","-77.3463","Mon Jul 15 2024 03:47:13 GMT+0000 (Coordinated Universal Time)","5.59","Fri Jul 26 2024 01:21:12 GMT+0000 (Coordinated Universal Time)"
"10012","209 W 3rd","Grove","OK","Thu Aug 01 2024 16:38:00 GMT+0000 (Coordinated Universal Time)","36.5938","-94.7728","Mon Jul 15 2024 03:07:47 GMT+0000 (Coordinated Universal Time)","5.59","Fri Jul 26 2024 01:21:12 GMT+0000 (Coordinated Universal Time)"
"10013","907 Us Hwy 17 S","Wauchula","FL","Thu Aug 01 2024 16:38:00 GMT+0000 (Coordinated Universal Time)","27.5368","-81.809","Mon Jul 15 2024 03:38:41 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:12 GMT+0000 (Coordinated Universal Time)"
"10014","6330 Us Highway 98 N","Lakeland","FL","Thu Aug 01 2024 16:38:01 GMT+0000 (Coordinated Universal Time)","28.1235","-81.9742","Mon Jul 15 2024 03:38:00 GMT+0000 (Coordinated Universal Time)","5.59","Fri Jul 26 2024 01:21:12 GMT+0000 (Coordinated Universal Time)"
"10015","2301 N Ocean Ave","Farmingville","NY","Thu Aug 01 2024 16:38:01 GMT+0000 (Coordinated Universal Time)","40.8274","-73.0203","Mon Jul 15 2024 03:52:01 GMT+0000 (Coordinated Universal Time)","6.39","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10016","801 East 162nd St","South Holland","IL","Thu Aug 01 2024 16:38:01 GMT+0000 (Coordinated Universal Time)","41.6005","-87.5972","Mon Jul 15 2024 03:25:50 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10018","607 Lewis Blvd","Sioux City","IA","Thu Aug 01 2024 16:38:03 GMT+0000 (Coordinated Universal Time)","42.4969","-96.3787","Mon Jul 15 2024 03:03:50 GMT+0000 (Coordinated Universal Time)","4.79","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10019","700 West 4th Street","Wilmington","DE","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","39.7429","-75.5581","Mon Jul 15 2024 03:49:48 GMT+0000 (Coordinated Universal Time)","5.89","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10020","1059 Coshocton Ave","Mount Vernon","OH","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","40.402","-82.4502","Mon Jul 15 2024 03:37:51 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10021","715 Oakvale Rd","Princeton","WV","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","37.3631","-81.0586","Mon Jul 15 2024 03:40:45 GMT+0000 (Coordinated Universal Time)","4.69","Fri Jul 26 2024 01:21:13 GMT+0000 (Coordinated Universal Time)"
"10022","9006 Huguenot Rd","Richmond","VA","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","37.5369","-77.5647","Thu Jul 25 2024 19:47:04 GMT+0000 (Coordinated Universal Time)","5.39","Fri Jul 26 2024 01:21:14 GMT+0000 (Coordinated Universal Time)"
"10023","12146 Mariposa Rd","Victorville","CA","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","34.4711","-117.343","Mon Jul 15 2024 02:13:13 GMT+0000 (Coordinated Universal Time)","5.89","Fri Jul 26 2024 01:21:14 GMT+0000 (Coordinated Universal Time)"
"10024","4706 W Irlo Bronson Memorial Pky","Kissimmee","FL","Thu Aug 01 2024 16:38:02 GMT+0000 (Coordinated Universal Time)","28.3203","-81.4715","Mon Jul 15 2024 03:39:24 GMT+0000 (Coordinated Universal Time)","5.49","Fri Jul 26 2024 01:21:14 GMT+0000 (Coordinated Universal Time)"
"10025","7708 Landover Rd","Landover","MD","Thu Aug 01 2024 16:38:03 GMT+0000 (Coordinated Universal Time)","38.9279","-76.8812","Mon Jul 15 2024 04:34:10 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:14 GMT+0000 (Coordinated Universal Time)"
"10027","6232 St Rt 7","Proctorville","OH","Thu Aug 01 2024 16:38:03 GMT+0000 (Coordinated Universal Time)","38.4386","-82.3877","Mon Jul 15 2024 03:37:47 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:14 GMT+0000 (Coordinated Universal Time)"
"10029","427 Sueberg Road","Pine Grove","PA","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","40.5345","-76.4263","Mon Jul 15 2024 03:48:42 GMT+0000 (Coordinated Universal Time)","5.99","Fri Jul 26 2024 01:21:15 GMT+0000 (Coordinated Universal Time)"
"10030","1407 E 11th Ave","Hutchinson","KS","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","38.0646","-97.9011","Thu Jul 25 2024 19:47:04 GMT+0000 (Coordinated Universal Time)","4.39","Fri Jul 26 2024 01:21:15 GMT+0000 (Coordinated Universal Time)"
"10032","789 S 30th St","Heath","OH","Thu Aug 01 2024 16:38:04 GMT+0000 (Coordinated Universal Time)","40.0313","-82.4439","Mon Jul 15 2024 03:37:50 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:15 GMT+0000 (Coordinated Universal Time)"
"10033","441 W Southline","Cleveland","TX","Thu Aug 01 2024 16:38:04 GMT+0000 (Coordinated Universal Time)","30.3356","-95.0976","Mon Jul 15 2024 03:06:45 GMT+0000 (Coordinated Universal Time)","4.49","Fri Jul 26 2024 01:21:15 GMT+0000 (Coordinated Universal Time)"
"10034","2010 S Waukesha St","Bonifay","FL","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","30.7698","-85.6841","Thu Jul 25 2024 19:47:05 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:15 GMT+0000 (Coordinated Universal Time)"
"10035","4280 W Jefferson","Joliet","IL","Thu Aug 01 2024 16:38:04 GMT+0000 (Coordinated Universal Time)","41.5213","-88.1845","Thu Jul 25 2024 19:47:05 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10036","1380 Fairgrove Church Rd","Conover","NC","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","35.7052","-81.2634","Mon Jul 15 2024 03:40:40 GMT+0000 (Coordinated Universal Time)","4.79","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10037","32 Main St W","Rainsville","AL","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","34.4947","-85.8476","Mon Jul 15 2024 03:29:57 GMT+0000 (Coordinated Universal Time)","5.99","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10038","985 E Bloomingdale Ave","Brandon","FL","Thu Aug 01 2024 16:38:04 GMT+0000 (Coordinated Universal Time)","27.8933","-82.2704","Mon Jul 15 2024 04:41:33 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10039","1706 S Park Ave","Herrin","IL","Thu Aug 01 2024 16:38:05 GMT+0000 (Coordinated Universal Time)","37.7865","-89.0268","Thu Jul 25 2024 19:47:06 GMT+0000 (Coordinated Universal Time)","5.69","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10043","931 Ky Hwy 15 N","Jackson","KY","Thu Aug 01 2024 16:38:06 GMT+0000 (Coordinated Universal Time)","37.5614","-83.3987","Mon Jul 15 2024 03:35:36 GMT+0000 (Coordinated Universal Time)","5.49","Fri Jul 26 2024 01:21:16 GMT+0000 (Coordinated Universal Time)"
"10044","101 Lincoln Trail","Stanford","KY","Thu Aug 01 2024 16:38:07 GMT+0000 (Coordinated Universal Time)","37.5415","-84.6551","Mon Jul 15 2024 03:32:53 GMT+0000 (Coordinated Universal Time)","4.69","Fri Jul 26 2024 01:21:17 GMT+0000 (Coordinated Universal Time)"
"10045","15 Donnermeyer Dr","Bellevue","KY","Thu Aug 01 2024 16:38:07 GMT+0000 (Coordinated Universal Time)","39.0979","-84.4829","Mon Jul 15 2024 03:32:57 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:17 GMT+0000 (Coordinated Universal Time)"
"10046","9210 Midlothian Pike","Richmond","VA","Thu Aug 01 2024 16:38:07 GMT+0000 (Coordinated Universal Time)","37.4983","-77.5681","Thu Jul 25 2024 19:47:07 GMT+0000 (Coordinated Universal Time)","5.39","Fri Jul 26 2024 01:21:17 GMT+0000 (Coordinated Universal Time)"
"10047","789 Main St","Payson","UT","Thu Aug 01 2024 16:38:07 GMT+0000 (Coordinated Universal Time)","40.0526","-111.733","Mon Jul 15 2024 02:25:07 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:17 GMT+0000 (Coordinated Universal Time)"
"10049","1001 Hwy 287 N","Mansfield","TX","Thu Aug 01 2024 16:38:06 GMT+0000 (Coordinated Universal Time)","32.5806","-97.1329","Mon Jul 15 2024 04:40:48 GMT+0000 (Coordinated Universal Time)","5.09","Fri Jul 26 2024 01:21:17 GMT+0000 (Coordinated Universal Time)"
"1005","1955 Glenoaks Blvd","San Fernando","CA","Thu Jul 25 2024 17:35:48 GMT+0000 (Coordinated Universal Time)","34.2983","-118.437","Mon Jul 15 2024 04:01:51 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10050","2212 Nolensville Rd","Nashville","TN","Thu Aug 01 2024 16:38:08 GMT+0000 (Coordinated Universal Time)","36.1248","-86.7515","Mon Jul 15 2024 03:27:49 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10051","503 W Main St","Lebanon","KY","Thu Aug 01 2024 16:38:08 GMT+0000 (Coordinated Universal Time)","37.5655","-85.2626","Mon Jul 15 2024 03:31:34 GMT+0000 (Coordinated Universal Time)","5.59","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10054","6069 Ingram Road","San Antonio","TX","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","29.4669","-98.6044","Mon Jul 15 2024 02:56:33 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10055","4596 32nd Ave","Hudsonville","MI","Thu Aug 01 2024 16:38:10 GMT+0000 (Coordinated Universal Time)","42.8529","-85.8605","Mon Jul 15 2024 03:30:21 GMT+0000 (Coordinated Universal Time)","4.89","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10056","4155 24th Ave","Fort Gratiot","MI","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","43.0293","-82.4568","Mon Jul 15 2024 03:37:55 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:18 GMT+0000 (Coordinated Universal Time)"
"10057","943 Maddox Dr","East Ellijay","GA","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","34.6782","-84.4787","Mon Jul 15 2024 03:32:46 GMT+0000 (Coordinated Universal Time)","5.39","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"10058","610 Cleveland Ave","Attalla","AL","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","34.0184","-86.0767","Thu Jul 25 2024 19:47:09 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"10059","446 S Randolph Ave","Elkins","WV","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","38.9171","-79.8443","Mon Jul 15 2024 03:43:36 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"1006","1224 State St","Schenectady","NY","Thu Jul 25 2024 17:35:49 GMT+0000 (Coordinated Universal Time)","42.7981","-73.9245","Mon Jul 15 2024 03:51:28 GMT+0000 (Coordinated Universal Time)","6.99","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"10061","1005 Eau Gallie Cswy","Melbourne","FL","Thu Aug 01 2024 16:38:09 GMT+0000 (Coordinated Universal Time)","28.1382","-80.5828","Mon Jul 15 2024 03:41:59 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"10062","1724 Asheville Rd","Leeds","AL","Thu Aug 01 2024 16:38:10 GMT+0000 (Coordinated Universal Time)","33.5614","-86.5219","Mon Jul 15 2024 03:28:23 GMT+0000 (Coordinated Universal Time)","5.69","Fri Jul 26 2024 01:21:19 GMT+0000 (Coordinated Universal Time)"
"10063","3618 Pelham Rd","Greenville","SC","Thu Aug 01 2024 16:38:10 GMT+0000 (Coordinated Universal Time)","34.8598","-82.2691","Thu Jul 25 2024 19:47:10 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:20 GMT+0000 (Coordinated Universal Time)"
"10064","318 Mc Kean Ave","Charleroi","PA","Thu Aug 01 2024 16:38:12 GMT+0000 (Coordinated Universal Time)","40.1373","-79.896","Mon Jul 15 2024 03:43:40 GMT+0000 (Coordinated Universal Time)","5.39","Fri Jul 26 2024 01:21:20 GMT+0000 (Coordinated Universal Time)"
"10065","130 Industrial Park Rd","Evergreen","AL","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","31.4556","-86.9644","Mon Jul 15 2024 03:26:55 GMT+0000 (Coordinated Universal Time)","5.49","Fri Jul 26 2024 01:21:20 GMT+0000 (Coordinated Universal Time)"
"10066","255 Greens Rd","Houston","TX","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","29.9506","-95.4118","Mon Jul 15 2024 03:05:57 GMT+0000 (Coordinated Universal Time)","4.69","Fri Jul 26 2024 01:21:20 GMT+0000 (Coordinated Universal Time)"
"10067","6103 White Horse Rd","Greenville","SC","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","34.8525","-82.4528","Mon Jul 15 2024 03:37:37 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:20 GMT+0000 (Coordinated Universal Time)"
"10068","50 Mission Cir","Santa Rosa","CA","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","38.4579","-122.673","Mon Jul 15 2024 02:02:55 GMT+0000 (Coordinated Universal Time)","6.69","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"10069","3602 S La Brea Ave","Los Angeles","CA","Thu Aug 01 2024 16:38:12 GMT+0000 (Coordinated Universal Time)","34.0213","-118.355","Mon Jul 15 2024 04:01:37 GMT+0000 (Coordinated Universal Time)","6.59","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"1007","1100 North State College Blvd","Anaheim","CA","Thu Jul 25 2024 17:35:51 GMT+0000 (Coordinated Universal Time)","33.8493","-117.889","Mon Jul 15 2024 02:11:49 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"10070","4292 Crenshaw Blvd","Los Angeles","CA","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","34.0059","-118.334","Mon Jul 15 2024 04:01:37 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"10071","303 Jefferson Road","South Charleston","WV","Thu Aug 01 2024 16:38:11 GMT+0000 (Coordinated Universal Time)","38.3584","-81.7166","Thu Jul 25 2024 19:47:10 GMT+0000 (Coordinated Universal Time)","4.59","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"10072","1601 E 6th St","Belton","TX","Thu Aug 01 2024 16:38:12 GMT+0000 (Coordinated Universal Time)","31.0555","-97.4467","Mon Jul 15 2024 03:00:20 GMT+0000 (Coordinated Universal Time)","4.69","Fri Jul 26 2024 01:21:21 GMT+0000 (Coordinated Universal Time)"
"10073","44 Nichols St","Spencerport","NY","Thu Aug 01 2024 16:38:13 GMT+0000 (Coordinated Universal Time)","43.1826","-77.8058","Mon Jul 15 2024 03:46:54 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"10074","428 Grand St","Jersey City","NJ","Thu Aug 01 2024 16:38:14 GMT+0000 (Coordinated Universal Time)","40.7174","-74.0533","Sun Jul 14 2024 08:00:22 GMT+0000 (Coordinated Universal Time)","6.19","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"10075","1820 N Main","Mountain Grove","MO","Thu Aug 01 2024 16:38:13 GMT+0000 (Coordinated Universal Time)","37.1457","-92.2621","Mon Jul 15 2024 03:14:24 GMT+0000 (Coordinated Universal Time)","4.59","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"10076","1846 S Gen Mcmullen","San Antonio","TX","Thu Aug 01 2024 16:38:13 GMT+0000 (Coordinated Universal Time)","29.3976","-98.5576","Mon Jul 15 2024 02:56:33 GMT+0000 (Coordinated Universal Time)","4.59","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"1008","3509 Home Stead Rd","Santa Clara","CA","Thu Jul 25 2024 17:35:52 GMT+0000 (Coordinated Universal Time)","37.3383","-121.994","Mon Jul 15 2024 02:04:01 GMT+0000 (Coordinated Universal Time)","6.99","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"10080","9000 Se 29th St","Oklahoma City","OK","Thu Aug 01 2024 16:38:13 GMT+0000 (Coordinated Universal Time)","35.4348","-97.3702","Mon Jul 15 2024 03:00:33 GMT+0000 (Coordinated Universal Time)","4.79","Fri Jul 26 2024 01:21:22 GMT+0000 (Coordinated Universal Time)"
"10081","2002 W Stewart Ave","Wausau","WI","Thu Aug 01 2024 16:38:13 GMT+0000 (Coordinated Universal Time)","44.9593","-89.6612","Mon Jul 15 2024 03:21:35 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"10082","1111 N Clinton St","Defiance","OH","Thu Aug 01 2024 16:38:14 GMT+0000 (Coordinated Universal Time)","41.301","-84.3601","Mon Jul 15 2024 03:33:47 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"10083","122 Delsea Drive","Hurffville","NJ","Thu Aug 01 2024 16:38:14 GMT+0000 (Coordinated Universal Time)","39.7819","-75.1015","Mon Jul 15 2024 04:14:37 GMT+0000 (Coordinated Universal Time)","6.49","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"10086","1869 Camden Ave","San Jose","CA","Thu Aug 01 2024 16:38:15 GMT+0000 (Coordinated Universal Time)","37.2621","-121.922","Mon Jul 15 2024 02:04:02 GMT+0000 (Coordinated Universal Time)","6.99","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"10088","1200 W Ave K","Lancaster","CA","Thu Aug 01 2024 16:38:15 GMT+0000 (Coordinated Universal Time)","34.6745","-118.153","Mon Jul 15 2024 02:11:13 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"1009","2212 Madison Ave","Montgomery","AL","Thu Jul 25 2024 17:35:54 GMT+0000 (Coordinated Universal Time)","32.3803","-86.2756","Mon Jul 15 2024 03:29:06 GMT+0000 (Coordinated Universal Time)","4.99","Fri Jul 26 2024 01:21:23 GMT+0000 (Coordinated Universal Time)"
"10092","79 Heineberg Rd","Colchester","VT","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","44.5353","-73.2481","Mon Jul 15 2024 03:51:59 GMT+0000 (Coordinated Universal Time)","6.39","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10094","1515 Euclid Ave","San Diego","CA","Thu Aug 01 2024 16:38:16 GMT+0000 (Coordinated Universal Time)","32.7206","-117.085","Mon Jul 15 2024 02:13:45 GMT+0000 (Coordinated Universal Time)","7.09","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10095","585 Tully Rd","San Jose","CA","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","37.3077","-121.849","Mon Jul 15 2024 02:04:02 GMT+0000 (Coordinated Universal Time)","6.29","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10096","3632 Main Street","Warrensburg","NY","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","43.488","-73.7585","Mon Jul 15 2024 03:51:43 GMT+0000 (Coordinated Universal Time)","6.19","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10097","2610 S Green Bay Rd","Racine","WI","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","42.702","-87.8535","Thu Jul 25 2024 19:47:13 GMT+0000 (Coordinated Universal Time)","4.59","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10098","673 N Battlefield Blvd","Chesapeake","VA","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","36.7417","-76.2425","Mon Jul 15 2024 03:48:56 GMT+0000 (Coordinated Universal Time)","5.49","Fri Jul 26 2024 01:21:24 GMT+0000 (Coordinated Universal Time)"
"10099","424 Rhode Island Ave Ne","Washington","DC","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","38.9206","-76.9994","Mon Jul 15 2024 04:33:58 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:25 GMT+0000 (Coordinated Universal Time)"
"101","530 S Waukegan Rd","Glenview","IL","Thu Jul 25 2024 17:15:24 GMT+0000 (Coordinated Universal Time)","42.0648","-87.8002","Mon Jul 15 2024 03:25:54 GMT+0000 (Coordinated Universal Time)","5.89","Fri Jul 26 2024 01:21:25 GMT+0000 (Coordinated Universal Time)"
"1010","6311 6th Ave","Tacoma","WA","Thu Jul 25 2024 17:35:55 GMT+0000 (Coordinated Universal Time)","47.2558","-122.521","Mon Jul 15 2024 02:03:18 GMT+0000 (Coordinated Universal Time)","5.79","Fri Jul 26 2024 01:21:25 GMT+0000 (Coordinated Universal Time)"
"10101","2151 N Josey Ln","Carrollton","TX","Thu Aug 01 2024 16:38:17 GMT+0000 (Coordinated Universal Time)","32.9749","-96.8904","Mon Jul 15 2024 03:01:26 GMT+0000 (Coordinated Universal Time)","5.29","Fri Jul 26 2024 01:21:25 GMT+0000 (Coordinated Universal Time)"
"10102","226 Belle Hill Rd","Elkton","MD","Thu Aug 01 2024 16:38:18 GMT+0000 (Coordinated Universal Time)","39.6358","-75.8079","Mon Jul 15 2024 03:49:27 GMT+0000 (Coordinated Universal Time)","5.69","Fri Jul 26 2024 01:21:25 GMT+0000 (Coordinated Universal Time)"
"10104","2443 Laurens Rd","Greenville","SC","Thu Aug 01 2024 16:38:19 GMT+0000 (Coordinated Universal Time)","34.8283","-82.3463","Mon Jul 15 2024 03:37:37 GMT+0000 (Coordinated Universal Time)","5.89","Fri Jul 26 2024 01:21:26 GMT+0000 (Coordinated Universal Time)"
"10106","1828 Kempsville Rd","Virginia Beach","VA","Thu Aug 01 2024 16:38:18 GMT+0000 (Coordinated Universal Time)","36.7815","-76.1903","Mon Jul 15 2024 03:48:56 GMT+0000 (Coordinated Universal Time)","6.19","Fri Jul 26 2024 01:21:26 GMT+0000 (Coordinated Universal Time)"
"10109","11500 W Markham Rd","Little Rock","AR","Thu Aug 01 2024 16:38:19 GMT+0000 (Coordinated Universal Time)","34.7543","-92.4036","Mon Jul 15 2024 03:14:18 GMT+0000 (Coordinated Universal Time)","5.49","Fri Jul 26 2024 01:21:26 GMT+0000 (Coordinated Universal Time)"
"10111","2130 S Reynolds Rd","Toledo","OH","Thu Aug 01 2024 16:38:20 GMT+0000 (Coordinated Universal Time)","41.601","-83.6653","Mon Jul 15 2024 03:35:08 GMT+0000 (Coordinated Universal Time)","5.89","Fri Jul 26 2024 01:21:26 GMT+0000 (Coordinated Universal Time)"
"10113","11330 W Dodge","Omaha","NE","Thu Aug 01 2024 16:38:19 GMT+0000 (Coordinated Universal Time)","41.2637","-96.0902","Mon Jul 15 2024 03:04:40 GMT+0000 (Coordinated Universal Time)","5.69","Fri Jul 26 2024 01:21:27 GMT+0000 (Coordinated Universal Time)"
"10114","2908 E Harding","Pine Bluff","AR","Thu Aug 01 2024 16:38:20 GMT+0000 (Coordinated Universal Time)","34.2085","-91.9717","Mon Jul 15 2024 03:15:07 GMT+0000 (Coordinated Universal Time)","4.89","Fri Jul 26 2024 01:21:27 GMT+0000 (Coordinated Universal Time)"
"10115","1089 E Mount Vernon Blvd","Mt Vernon","MO","Thu Aug 01 2024 16:38:20 GMT+0000 (Coordinated Universal Time)","37.0937","-93.8066","Mon Jul 15 2024 03:10:15 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:27 GMT+0000 (Coordinated Universal Time)"
"10117","2080 E King St","Franklin","IN","Thu Aug 01 2024 16:38:20 GMT+0000 (Coordinated Universal Time)","39.4838","-86.0187","Mon Jul 15 2024 03:29:23 GMT+0000 (Coordinated Universal Time)","5.19","Fri Jul 26 2024 01:21:27 GMT+0000 (Coordinated Universal Time)"
